"gene"	"gene_simple"	"SGD_ID"	"gene_type"	"exist_s288c"	"GEM"
"1671-snap_masked-CQG_6-13109"	"snap_masked-CQG_6-13109"	NA	"Variable"	"NA"	"NO"
"1672-snap_masked-YCZ-6600"	"snap_masked-YCZ-6600"	NA	"Variable"	"NA"	"NO"
"1673-snap_masked-AQA_4-7086"	"snap_masked-AQA_4-7086"	NA	"Variable"	"NA"	"NO"
"1674-snap_masked-BHR_4-9388"	"snap_masked-BHR_4-9388"	NA	"Variable"	"NA"	"NO"
"1675-snap_masked-AQD_4-6814"	"snap_masked-AQD_4-6814"	NA	"Variable"	"NA"	"NO"
"1676-snap_masked-AIE_1-5054"	"snap_masked-AIE_1-5054"	NA	"Variable"	"NA"	"NO"
"1677-snap_masked-AFA_4-7928"	"snap_masked-AFA_4-7928"	NA	"Variable"	"NA"	"NO"
"1678-snap_masked-CPR_4-17651"	"snap_masked-CPR_4-17651"	NA	"Variable"	"NA"	"NO"
"1679-snap_masked-CPI_4-15424"	"snap_masked-CPI_4-15424"	NA	"Variable"	"NA"	"NO"
"1680-snap_masked-APS_4-8484"	"snap_masked-APS_4-8484"	NA	"Variable"	"NA"	"NO"
"1681-snap_masked-APS_4-8484"	"snap_masked-APS_4-8484"	NA	"Variable"	"NA"	"NO"
"1682-snap_masked-CLG_4-26387"	"snap_masked-CLG_4-26387"	NA	"Variable"	"NA"	"NO"
"1683-snap_masked-CPL_4-15430"	"snap_masked-CPL_4-15430"	NA	"Variable"	"NA"	"NO"
"1684-snap_masked-ASV_1-19156"	"snap_masked-ASV_1-19156"	NA	"Variable"	"NA"	"NO"
"1685-snap_masked-BGP_1-17003"	"snap_masked-BGP_1-17003"	NA	"Variable"	"NA"	"NO"
"1686-snap_masked-ABP_6-5400"	"snap_masked-ABP_6-5400"	NA	"Variable"	"NA"	"NO"
"1687-snap_masked-ABP_6-5400"	"snap_masked-ABP_6-5400"	NA	"Variable"	"NA"	"NO"
"1688-snap_masked-CDL_3-6416"	"snap_masked-CDL_3-6416"	NA	"Variable"	"NA"	"NO"
"1689-snap_masked-AVB_8-7958"	"snap_masked-AVB_8-7958"	NA	"Variable"	"NA"	"NO"
"1690-snap_masked-AVB_8-7958"	"snap_masked-AVB_8-7958"	NA	"Variable"	"NA"	"NO"
"1691-snap_masked-ALI_5-15258"	"snap_masked-ALI_5-15258"	NA	"Variable"	"NA"	"NO"
"1693-snap_masked-BAM_7-7087"	"snap_masked-BAM_7-7087"	NA	"Variable"	"NA"	"NO"
"1694-snap_masked-AHF_3-9612"	"snap_masked-AHF_3-9612"	NA	"Variable"	"NA"	"NO"
"1695-snap_masked-YAN-14482"	"snap_masked-YAN-14482"	NA	"Variable"	"NA"	"NO"
"1696-snap_masked-BIF_1-6636"	"snap_masked-BIF_1-6636"	NA	"Variable"	"NA"	"NO"
"1697-snap_masked-BAI_7-6394"	"snap_masked-BAI_7-6394"	NA	"Variable"	"NA"	"NO"
"1698-snap_masked-BRK_4-4809"	"snap_masked-BRK_4-4809"	NA	"Variable"	"NA"	"NO"
"1699-snap_masked-ARH_5-11102"	"snap_masked-ARH_5-11102"	NA	"Variable"	"NA"	"NO"
"1700-snap_masked-CGD_5-5439"	"snap_masked-CGD_5-5439"	NA	"Variable"	"NA"	"NO"
"1701-snap_masked-BGV_2-15527"	"snap_masked-BGV_2-15527"	NA	"Variable"	"NA"	"NO"
"1702-snap_masked-CNT_4-21642"	"snap_masked-CNT_4-21642"	NA	"Variable"	"NA"	"NO"
"1703-snap_masked-CDF_1-5358"	"snap_masked-CDF_1-5358"	NA	"Variable"	"NA"	"NO"
"1704-snap_masked-CPD_4-13463"	"snap_masked-CPD_4-13463"	NA	"Variable"	"NA"	"NO"
"1705-snap_masked-BVC_6-19273"	"snap_masked-BVC_6-19273"	NA	"Variable"	"NA"	"NO"
"1706-snap_masked-BDM_5-23139"	"snap_masked-BDM_5-23139"	NA	"Variable"	"NA"	"NO"
"1707-snap_masked-BDM_5-23139"	"snap_masked-BDM_5-23139"	NA	"Variable"	"NA"	"NO"
"1708-snap_masked-BAN_7-6753"	"snap_masked-BAN_7-6753"	NA	"Variable"	"NA"	"NO"
"1709-snap_masked-YCL-7479"	"snap_masked-YCL-7479"	NA	"Variable"	"NA"	"NO"
"1710-snap_masked-AHL_3-7774"	"snap_masked-AHL_3-7774"	NA	"Variable"	"NA"	"NO"
"1711-snap_masked-AIE_1-4858"	"snap_masked-AIE_1-4858"	NA	"Variable"	"NA"	"NO"
"1712-snap_masked-BBM_6-7272"	"snap_masked-BBM_6-7272"	NA	"Variable"	"NA"	"NO"
"1713-snap_masked-CPQ_4-15165"	"snap_masked-CPQ_4-15165"	NA	"Variable"	"NA"	"NO"
"1714-snap_masked-ASB_2-40163"	"snap_masked-ASB_2-40163"	NA	"Variable"	"NA"	"NO"
"1715-snap_masked-AFI_5-7003"	"snap_masked-AFI_5-7003"	NA	"Variable"	"NA"	"NO"
"1718-snap_masked-BDS_6-12987"	"snap_masked-BDS_6-12987"	NA	"Variable"	"NA"	"NO"
"1719-snap_masked-CPR_4-17494"	"snap_masked-CPR_4-17494"	NA	"Variable"	"NA"	"NO"
"1720-snap_masked-CPL_4-15232"	"snap_masked-CPL_4-15232"	NA	"Variable"	"NA"	"NO"
"1721-snap_masked-BDD_8-15410"	"snap_masked-BDD_8-15410"	NA	"Variable"	"NA"	"NO"
"1722-snap_masked-ANM_2-42709"	"snap_masked-ANM_2-42709"	NA	"Variable"	"NA"	"NO"
"1723-snap_masked-BDM_5-22999"	"snap_masked-BDM_5-22999"	NA	"Variable"	"NA"	"NO"
"1724-snap_masked-BDM_5-22999"	"snap_masked-BDM_5-22999"	NA	"Variable"	"NA"	"NO"
"1725-snap_masked-ACI_7-6868"	"snap_masked-ACI_7-6868"	NA	"Variable"	"NA"	"NO"
"1726-snap_masked-AVB_8-7945"	"snap_masked-AVB_8-7945"	NA	"Variable"	"NA"	"NO"
"1727-snap_masked-CPR_4-17387"	"snap_masked-CPR_4-17387"	NA	"Variable"	"NA"	"NO"
"1728-snap_masked-CPG_1-7609"	"snap_masked-CPG_1-7609"	NA	"Variable"	"NA"	"NO"
"1729-snap_masked-BBH_6-7041"	"snap_masked-BBH_6-7041"	NA	"Variable"	"NA"	"NO"
"1730-snap_masked-BGQ_1-19910"	"snap_masked-BGQ_1-19910"	NA	"Variable"	"NA"	"NO"
"1731-snap_masked-ADQ_4-7102"	"snap_masked-ADQ_4-7102"	NA	"Variable"	"NA"	"NO"
"1732-snap_masked-BRK_4-4801"	"snap_masked-BRK_4-4801"	NA	"Variable"	"NA"	"NO"
"1733-snap_masked-CPK_4-16409"	"snap_masked-CPK_4-16409"	NA	"Variable"	"NA"	"NO"
"1734-snap_masked-AVB_8-7946"	"snap_masked-AVB_8-7946"	NA	"Variable"	"NA"	"NO"
"1735-snap_masked-BAQ_7-7673"	"snap_masked-BAQ_7-7673"	NA	"Variable"	"NA"	"NO"
"1736-snap_masked-APR_4-6467"	"snap_masked-APR_4-6467"	NA	"Variable"	"NA"	"NO"
"1737-snap_masked-AVB_8-7935"	"snap_masked-AVB_8-7935"	NA	"Variable"	"NA"	"NO"
"1738-snap_masked-BBM_6-7257"	"snap_masked-BBM_6-7257"	NA	"Variable"	"NA"	"NO"
"1739-snap_masked-BBM_6-7257"	"snap_masked-BBM_6-7257"	NA	"Variable"	"NA"	"NO"
"1741-snap_masked-CEI_2-9038"	"snap_masked-CEI_2-9038"	NA	"Variable"	"NA"	"NO"
"1742-snap_masked-CPA_4-16842"	"snap_masked-CPA_4-16842"	NA	"Variable"	"NA"	"NO"
"1743-snap_masked-CPA_4-16842"	"snap_masked-CPA_4-16842"	NA	"Variable"	"NA"	"NO"
"1744-snap_masked-CGD_5-5433"	"snap_masked-CGD_5-5433"	NA	"Variable"	"NA"	"NO"
"1745-snap_masked-ASC_6-27073"	"snap_masked-ASC_6-27073"	NA	"Variable"	"NA"	"NO"
"1746-snap_masked-CDD_2-5914"	"snap_masked-CDD_2-5914"	NA	"Variable"	"NA"	"NO"
"1747-snap_masked-BNB_4-11356"	"snap_masked-BNB_4-11356"	NA	"Variable"	"NA"	"NO"
"1748-snap_masked-CDT_2-5315"	"snap_masked-CDT_2-5315"	NA	"Variable"	"NA"	"NO"
"1749-snap_masked-AQM_4-11146"	"snap_masked-AQM_4-11146"	NA	"Variable"	"NA"	"NO"
"1750-snap_masked-CPN_4-15370"	"snap_masked-CPN_4-15370"	NA	"Variable"	"NA"	"NO"
"1751-snap_masked-BSL_4-12345"	"snap_masked-BSL_4-12345"	NA	"Variable"	"NA"	"NO"
"1752-snap_masked-CEG_4-7331"	"snap_masked-CEG_4-7331"	NA	"Variable"	"NA"	"NO"
"1753-snap_masked-CPN_4-15564"	"snap_masked-CPN_4-15564"	NA	"Variable"	"NA"	"NO"
"1754-snap_masked-CGD_5-5418"	"snap_masked-CGD_5-5418"	NA	"Variable"	"NA"	"NO"
"1755-snap_masked-ACL_7-7535"	"snap_masked-ACL_7-7535"	NA	"Variable"	"NA"	"NO"
"1756-snap_masked-CQS_4-6420"	"snap_masked-CQS_4-6420"	NA	"Variable"	"NA"	"NO"
"1757-snap_masked-CQS_4-6420"	"snap_masked-CQS_4-6420"	NA	"Variable"	"NA"	"NO"
"1758-snap_masked-BBM_6-7261"	"snap_masked-BBM_6-7261"	NA	"Variable"	"NA"	"NO"
"1759-snap_masked-CQS_4-6442"	"snap_masked-CQS_4-6442"	NA	"Variable"	"NA"	"NO"
"1760-snap_masked-YAB-7556"	"snap_masked-YAB-7556"	NA	"Variable"	"NA"	"NO"
"1761-snap_masked-CGD_5-5424"	"snap_masked-CGD_5-5424"	NA	"Variable"	"NA"	"NO"
"1762-snap_masked-ANM_2-42027"	"snap_masked-ANM_2-42027"	NA	"Variable"	"NA"	"NO"
"1763-snap_masked-CPN_4-15749"	"snap_masked-CPN_4-15749"	NA	"Variable"	"NA"	"NO"
"1764-snap_masked-CPG_1-7550"	"snap_masked-CPG_1-7550"	NA	"Variable"	"NA"	"NO"
"1765-snap_masked-CPQ_4-15088"	"snap_masked-CPQ_4-15088"	NA	"Variable"	"NA"	"NO"
"1766-snap_masked-AEF_8-5136"	"snap_masked-AEF_8-5136"	NA	"Variable"	"NA"	"NO"
"1767-snap_masked-BCA_3-8244"	"snap_masked-BCA_3-8244"	NA	"Variable"	"NA"	"NO"
"1768-YAL001C"	"YAL001C"	"S000000001"	"core_gene"	"S288C"	"NO"
"1769-YAL002W"	"YAL002W"	"S000000002"	"core_gene"	"S288C"	"NO"
"1770-YAL003W"	"YAL003W"	"S000000003"	"core_gene"	"S288C"	"NO"
"1771-YAL005C_NumOfGenes_3"	"YAL005C"	"S000000004"	"core_gene"	"S288C"	"NO"
"1772-YAL007C"	"YAL007C"	"S000000005"	"core_gene"	"S288C"	"NO"
"1773-YAL008W"	"YAL008W"	"S000000006"	"Variable"	"S288C"	"NO"
"1774-YAL009W"	"YAL009W"	"S000000007"	"core_gene"	"S288C"	"NO"
"1775-YAL010C"	"YAL010C"	"S000000008"	"core_gene"	"S288C"	"NO"
"1776-YAL011W"	"YAL011W"	"S000000009"	"core_gene"	"S288C"	"NO"
"1777-YAL012W"	"YAL012W"	"S000000010"	"core_gene"	"S288C"	"YES"
"1778-YAL013W"	"YAL013W"	"S000000011"	"core_gene"	"S288C"	"NO"
"1779-YAL014C"	"YAL014C"	"S000000012"	"core_gene"	"S288C"	"NO"
"1780-YAL015C"	"YAL015C"	"S000000013"	"core_gene"	"S288C"	"NO"
"1781-YAL016C-A"	"YAL016C-A"	"S000028728"	"Variable"	"S288C"	"NO"
"1782-YAL016C-B"	"YAL016C-B"	"S000028528"	"Variable"	"S288C"	"NO"
"1783-YAL016W"	"YAL016W"	"S000000014"	"core_gene"	"S288C"	"NO"
"1784-YAL017W"	"YAL017W"	"S000000015"	"core_gene"	"S288C"	"NO"
"1785-YAL018C"	"YAL018C"	"S000000016"	"core_gene"	"S288C"	"NO"
"1786-YAL019W"	"YAL019W"	"S000000017"	"core_gene"	"S288C"	"NO"
"1787-YAL019W-A"	"YAL019W-A"	"S000028729"	"Variable"	"S288C"	"NO"
"1788-YAL020C"	"YAL020C"	"S000000018"	"Variable"	"S288C"	"NO"
"1789-YAL021C"	"YAL021C"	"S000000019"	"core_gene"	"S288C"	"NO"
"1790-YAL022C"	"YAL022C"	"S000000020"	"core_gene"	"S288C"	"YES"
"1791-YAL023C"	"YAL023C"	"S000000021"	"core_gene"	"S288C"	"YES"
"1792-YAL024C"	"YAL024C"	"S000000022"	"core_gene"	"S288C"	"NO"
"1793-YAL025C"	"YAL025C"	"S000000023"	"core_gene"	"S288C"	"NO"
"1794-YAL026C"	"YAL026C"	"S000000024"	"core_gene"	"S288C"	"YES"
"1795-YAL026C-A"	"YAL026C-A"	"S000028730"	"Variable"	"S288C"	"NO"
"1796-YAL027W"	"YAL027W"	"S000000025"	"core_gene"	"S288C"	"NO"
"1797-YAL028W"	"YAL028W"	"S000000026"	"core_gene"	"S288C"	"NO"
"1798-YAL029C"	"YAL029C"	"S000000027"	"core_gene"	"S288C"	"NO"
"1799-YAL030W"	"YAL030W"	"S000000028"	"core_gene"	"S288C"	"NO"
"1800-YAL031C"	"YAL031C"	"S000000029"	"core_gene"	"S288C"	"NO"
"1801-YAL031W-A"	"YAL031W-A"	"S000028731"	"Variable"	"S288C"	"NO"
"1802-YAL032C"	"YAL032C"	"S000000030"	"core_gene"	"S288C"	"NO"
"1803-YAL033W"	"YAL033W"	"S000000031"	"core_gene"	"S288C"	"NO"
"1804-YAL034C"	"YAL034C"	"S000002134"	"core_gene"	"S288C"	"NO"
"1805-YAL034C-B"	"YAL034C-B"	"S000002137"	"Variable"	"S288C"	"NO"
"1806-YAL034W-A"	"YAL034W-A"	"S000000032"	"Variable"	"S288C"	"NO"
"1807-YAL035W"	"YAL035W"	"S000000033"	"Variable"	"S288C"	"YES"
"1808-YAL036C"	"YAL036C"	"S000000034"	"Variable"	"S288C"	"NO"
"1809-YAL037C-A"	"YAL037C-A"	"S000028732"	"Variable"	"S288C"	"NO"
"1810-YAL037W"	"YAL037W"	"S000000035"	"Variable"	"S288C"	"NO"
"1811-YAL038W_NumOfGenes_2"	"YAL038W"	"S000000036"	"core_gene"	"S288C"	"YES"
"1812-YAL039C"	"YAL039C"	"S000000037"	"Variable"	"S288C"	"YES"
"1813-YAL040C"	"YAL040C"	"S000000038"	"core_gene"	"S288C"	"NO"
"1814-YAL041W"	"YAL041W"	"S000000039"	"core_gene"	"S288C"	"NO"
"1815-YAL042W_NumOfGenes_2"	"YAL042W"	"S000000040"	"core_gene"	"S288C"	"NO"
"1816-YAL043C"	"YAL043C"	"S000000041"	"core_gene"	"S288C"	"NO"
"1817-YAL044C"	"YAL044C"	"S000000042"	"core_gene"	"S288C"	"YES"
"1818-YAL044W-A_NumOfGenes_2"	"YAL044W-A"	"S000007586"	"core_gene"	"S288C"	"NO"
"1819-YAL046C"	"YAL046C"	"S000000044"	"core_gene"	"S288C"	"NO"
"1820-YAL047C"	"YAL047C"	"S000000045"	"Variable"	"S288C"	"NO"
"1821-YAL047W-A"	"YAL047W-A"	"S000028733"	"Variable"	"S288C"	"NO"
"1822-YAL048C"	"YAL048C"	"S000000046"	"Variable"	"S288C"	"NO"
"1823-YAL049C"	"YAL049C"	"S000000047"	"core_gene"	"S288C"	"NO"
"1824-YAL051W"	"YAL051W"	"S000000048"	"core_gene"	"S288C"	"NO"
"1825-YAL053W"	"YAL053W"	"S000000049"	"core_gene"	"S288C"	"NO"
"1826-YAL054C"	"YAL054C"	"S000000050"	"core_gene"	"S288C"	"YES"
"1827-YAL055W"	"YAL055W"	"S000000051"	"core_gene"	"S288C"	"NO"
"1828-YAL056W"	"YAL056W"	"S000000052"	"core_gene"	"S288C"	"NO"
"1829-YAL058W_NumOfGenes_2"	"YAL058W"	"S000000054"	"core_gene"	"S288C"	"NO"
"1830-YAL059W_NumOfGenes_3"	"YAL059W"	"S000000055"	"core_gene"	"S288C"	"NO"
"1831-YAL060W"	"YAL060W"	"S000000056"	"core_gene"	"S288C"	"YES"
"1832-YAL061W_NumOfGenes_2"	"YAL061W"	"S000000057"	"Variable"	"S288C"	"YES"
"1833-YAL062W_NumOfGenes_2"	"YAL062W"	"S000000058"	"Variable"	"S288C"	"YES"
"1834-YAL063C"	"YAL063C"	"S000000059"	"Variable"	"S288C"	"NO"
"1835-YAL063C-A"	"YAL063C-A"	"S000028813"	"Variable"	"S288C"	"NO"
"1836-YAL064C-A_NumOfGenes_2"	"YAL064C-A"	"S000002140"	"Variable"	"S288C"	"NO"
"1837-YAL064W"	"YAL064W"	"S000000060"	"Variable"	"S288C"	"NO"
"1838-YAL064W-B"	"YAL064W-B"	"S000002141"	"Variable"	"S288C"	"NO"
"1839-YAL065C_NumOfGenes_2"	"YAL065C"	"S000001817"	"Variable"	"S288C"	"NO"
"1840-YAL066W"	"YAL066W"	"S000000061"	"Variable"	"S288C"	"NO"
"1841-YAL067C"	"YAL067C"	"S000000062"	"Variable"	"S288C"	"NO"
"1842-YAL068W-A"	"YAL068W-A"	"S000028594"	"Variable"	"S288C"	"NO"
"1843-YAL069W"	"YAL069W"	"S000002143"	"Variable"	"S288C"	"NO"
"1844-YAR002C-A"	"YAR002C-A"	"S000002129"	"core_gene"	"S288C"	"NO"
"1845-YAR002W"	"YAR002W"	"S000000063"	"core_gene"	"S288C"	"NO"
"1846-YAR003W"	"YAR003W"	"S000000064"	"core_gene"	"S288C"	"NO"
"1847-YAR007C"	"YAR007C"	"S000000065"	"core_gene"	"S288C"	"NO"
"1848-YAR008W"	"YAR008W"	"S000000066"	"core_gene"	"S288C"	"NO"
"1849-YAR014C"	"YAR014C"	"S000000069"	"core_gene"	"S288C"	"NO"
"1850-YAR015W"	"YAR015W"	"S000000070"	"core_gene"	"S288C"	"YES"
"1851-YAR018C"	"YAR018C"	"S000000071"	"core_gene"	"S288C"	"NO"
"1852-YAR019C"	"YAR019C"	"S000000072"	"core_gene"	"S288C"	"NO"
"1853-YAR019W-A"	"YAR019W-A"	"S000028735"	"core_gene"	"S288C"	"NO"
"1854-YAR023C_NumOfGenes_2"	"YAR023C"	"S000000074"	"core_gene"	"S288C"	"NO"
"1855-YAR027W"	"YAR027W"	"S000000075"	"Variable"	"S288C"	"NO"
"1856-YAR028W_NumOfGenes_2"	"YAR028W"	"S000000076"	"Variable"	"S288C"	"NO"
"1857-YAR029W"	"YAR029W"	"S000000077"	"Variable"	"S288C"	"NO"
"1858-YAR030C"	"YAR030C"	"S000001821"	"Variable"	"S288C"	"NO"
"1859-YAR031W"	"YAR031W"	"S000000078"	"Variable"	"S288C"	"NO"
"1860-YAR035C-A"	"YAR035C-A"	"S000028595"	"Variable"	"S288C"	"NO"
"1861-YAR035W_NumOfGenes_2"	"YAR035W"	"S000000080"	"Variable"	"S288C"	"YES"
"1862-YAR042W"	"YAR042W"	"S000000081"	"Variable"	"S288C"	"NO"
"1863-YAR047C"	"YAR047C"	"S000000083"	"Variable"	"S288C"	"NO"
"1864-YAR050W_NumOfGenes_3"	"YAR050W"	"S000000084"	"Variable"	"S288C"	"NO"
"1865-YAR053W"	"YAR053W"	"S000000085"	"Variable"	"S288C"	"NO"
"1866-YAR060C_NumOfGenes_2"	"YAR060C"	"S000000086"	"Variable"	"S288C"	"NO"
"1867-YAR066W_NumOfGenes_3"	"YAR066W"	"S000002144"	"Variable"	"S288C"	"NO"
"1868-YAR068W_NumOfGenes_3"	"YAR068W"	"S000000091"	"Variable"	"S288C"	"NO"
"1869-YAR070C_NumOfGenes_2"	"YAR070C"	"S000000093"	"Variable"	"S288C"	"NO"
"1870-YBL001C"	"YBL001C"	"S000000097"	"core_gene"	"S288C"	"NO"
"1871-YBL002W"	"YBL002W"	"S000000098"	"core_gene"	"S288C"	"NO"
"1872-YBL003C"	"YBL003C"	"S000000099"	"core_gene"	"S288C"	"NO"
"1873-YBL004W"	"YBL004W"	"S000000100"	"core_gene"	"S288C"	"NO"
"1874-YBL005W"	"YBL005W"	"S000000101"	"core_gene"	"S288C"	"NO"
"1875-YBL006C_NumOfGenes_2"	"YBL006C"	"S000000102"	"core_gene"	"S288C"	"NO"
"1876-YBL007C"	"YBL007C"	"S000000103"	"core_gene"	"S288C"	"NO"
"1877-YBL008W"	"YBL008W"	"S000000104"	"core_gene"	"S288C"	"NO"
"1878-YBL008W-A"	"YBL008W-A"	"S000028529"	"core_gene"	"S288C"	"NO"
"1879-YBL009W"	"YBL009W"	"S000000105"	"core_gene"	"S288C"	"NO"
"1880-YBL010C"	"YBL010C"	"S000000106"	"core_gene"	"S288C"	"NO"
"1881-YBL011W"	"YBL011W"	"S000000107"	"core_gene"	"S288C"	"YES"
"1882-YBL012C"	"YBL012C"	"S000000108"	"Variable"	"S288C"	"NO"
"1883-YBL013W"	"YBL013W"	"S000000109"	"core_gene"	"S288C"	"YES"
"1884-YBL014C"	"YBL014C"	"S000000110"	"core_gene"	"S288C"	"NO"
"1885-YBL015W"	"YBL015W"	"S000000111"	"Variable"	"S288C"	"YES"
"1886-YBL016W"	"YBL016W"	"S000000112"	"core_gene"	"S288C"	"NO"
"1887-YBL017C_NumOfGenes_2"	"YBL017C"	"S000000113"	"core_gene"	"S288C"	"NO"
"1888-YBL018C"	"YBL018C"	"S000000114"	"core_gene"	"S288C"	"NO"
"1889-YBL019W"	"YBL019W"	"S000000115"	"core_gene"	"S288C"	"NO"
"1890-YBL020W"	"YBL020W"	"S000000116"	"core_gene"	"S288C"	"NO"
"1891-YBL021C"	"YBL021C"	"S000000117"	"core_gene"	"S288C"	"NO"
"1892-YBL022C"	"YBL022C"	"S000000118"	"core_gene"	"S288C"	"NO"
"1893-YBL023C_NumOfGenes_2"	"YBL023C"	"S000000119"	"core_gene"	"S288C"	"NO"
"1894-YBL024W_NumOfGenes_2"	"YBL024W"	"S000000120"	"core_gene"	"S288C"	"NO"
"1895-YBL025W_NumOfGenes_2"	"YBL025W"	"S000000121"	"core_gene"	"S288C"	"NO"
"1896-YBL026W_NumOfGenes_2"	"YBL026W"	"S000000122"	"core_gene"	"S288C"	"NO"
"1897-YBL027W_NumOfGenes_2"	"YBL027W"	"S000000123"	"core_gene"	"S288C"	"NO"
"1898-YBL028C_NumOfGenes_2"	"YBL028C"	"S000000124"	"core_gene"	"S288C"	"NO"
"1899-YBL029C-A_NumOfGenes_2"	"YBL029C-A"	"S000007591"	"core_gene"	"S288C"	"NO"
"1900-YBL029W_NumOfGenes_2"	"YBL029W"	"S000000125"	"core_gene"	"S288C"	"NO"
"1901-YBL030C_NumOfGenes_2"	"YBL030C"	"S000000126"	"core_gene"	"S288C"	"YES"
"1902-YBL031W_NumOfGenes_2"	"YBL031W"	"S000000127"	"core_gene"	"S288C"	"NO"
"1903-YBL032W_NumOfGenes_2"	"YBL032W"	"S000000128"	"Variable"	"S288C"	"NO"
"1904-YBL033C_NumOfGenes_2"	"YBL033C"	"S000000129"	"core_gene"	"S288C"	"YES"
"1905-YBL034C_NumOfGenes_2"	"YBL034C"	"S000000130"	"core_gene"	"S288C"	"NO"
"1906-YBL035C_NumOfGenes_2"	"YBL035C"	"S000000131"	"core_gene"	"S288C"	"YES"
"1907-YBL036C_NumOfGenes_2"	"YBL036C"	"S000000132"	"core_gene"	"S288C"	"NO"
"1908-YBL037W_NumOfGenes_2"	"YBL037W"	"S000000133"	"core_gene"	"S288C"	"NO"
"1909-YBL038W_NumOfGenes_2"	"YBL038W"	"S000000134"	"core_gene"	"S288C"	"NO"
"1910-YBL039C_NumOfGenes_3"	"YBL039C"	"S000000135"	"core_gene"	"S288C"	"YES"
"1911-YBL039W-B"	"YBL039W-B"	"S000028517"	"core_gene"	"S288C"	"NO"
"1912-YBL040C_NumOfGenes_2"	"YBL040C"	"S000000136"	"core_gene"	"S288C"	"NO"
"1913-YBL041W_NumOfGenes_2"	"YBL041W"	"S000000137"	"core_gene"	"S288C"	"NO"
"1914-YBL042C_NumOfGenes_2"	"YBL042C"	"S000000138"	"core_gene"	"S288C"	"YES"
"1915-YBL043W_NumOfGenes_2"	"YBL043W"	"S000000139"	"core_gene"	"S288C"	"NO"
"1916-YBL044W"	"YBL044W"	"S000000140"	"core_gene"	"S288C"	"NO"
"1917-YBL045C_NumOfGenes_2"	"YBL045C"	"S000000141"	"core_gene"	"S288C"	"YES"
"1918-YBL046W_NumOfGenes_2"	"YBL046W"	"S000000142"	"core_gene"	"S288C"	"NO"
"1919-YBL047C_NumOfGenes_2"	"YBL047C"	"S000000143"	"core_gene"	"S288C"	"NO"
"1920-YBL048W"	"YBL048W"	"S000000144"	"Variable"	"S288C"	"NO"
"1921-YBL049W_NumOfGenes_2"	"YBL049W"	"S000000145"	"core_gene"	"S288C"	"NO"
"1922-YBL050W_NumOfGenes_2"	"YBL050W"	"S000000146"	"core_gene"	"S288C"	"NO"
"1923-YBL051C_NumOfGenes_2"	"YBL051C"	"S000000147"	"core_gene"	"S288C"	"NO"
"1924-YBL052C_NumOfGenes_3"	"YBL052C"	"S000000148"	"core_gene"	"S288C"	"NO"
"1925-YBL054W_NumOfGenes_2"	"YBL054W"	"S000000150"	"Variable"	"S288C"	"NO"
"1926-YBL055C_NumOfGenes_2"	"YBL055C"	"S000000151"	"core_gene"	"S288C"	"NO"
"1927-YBL056W_NumOfGenes_2"	"YBL056W"	"S000000152"	"core_gene"	"S288C"	"NO"
"1928-YBL057C_NumOfGenes_2"	"YBL057C"	"S000000153"	"core_gene"	"S288C"	"YES"
"1929-YBL058W_NumOfGenes_2"	"YBL058W"	"S000000154"	"core_gene"	"S288C"	"NO"
"1930-YBL059C-A_NumOfGenes_2"	"YBL059C-A"	"S000007488"	"core_gene"	"S288C"	"NO"
"1931-YBL059W"	"YBL059W"	"S000000155"	"Variable"	"S288C"	"NO"
"1932-YBL060W_NumOfGenes_2"	"YBL060W"	"S000000156"	"core_gene"	"S288C"	"NO"
"1933-YBL061C_NumOfGenes_3"	"YBL061C"	"S000000157"	"core_gene"	"S288C"	"NO"
"1934-YBL063W_NumOfGenes_2"	"YBL063W"	"S000000159"	"core_gene"	"S288C"	"NO"
"1935-YBL064C"	"YBL064C"	"S000000160"	"core_gene"	"S288C"	"YES"
"1936-YBL065W"	"YBL065W"	"S000000161"	"core_gene"	"S288C"	"NO"
"1937-YBL066C"	"YBL066C"	"S000000162"	"core_gene"	"S288C"	"NO"
"1938-YBL067C"	"YBL067C"	"S000000163"	"core_gene"	"S288C"	"NO"
"1939-YBL068W"	"YBL068W"	"S000000164"	"core_gene"	"S288C"	"YES"
"1940-YBL069W_NumOfGenes_2"	"YBL069W"	"S000000165"	"core_gene"	"S288C"	"NO"
"1941-YBL070C"	"YBL070C"	"S000000166"	"Variable"	"S288C"	"NO"
"1942-YBL071C"	"YBL071C"	"S000000167"	"core_gene"	"S288C"	"NO"
"1943-YBL071C-B"	"YBL071C-B"	"S000028597"	"core_gene"	"S288C"	"NO"
"1944-YBL071W-A"	"YBL071W-A"	"S000007587"	"core_gene"	"S288C"	"NO"
"1945-YBL073W"	"YBL073W"	"S000000169"	"core_gene"	"S288C"	"NO"
"1946-YBL074C"	"YBL074C"	"S000000170"	"core_gene"	"S288C"	"NO"
"1947-YBL075C"	"YBL075C"	"S000000171"	"core_gene"	"S288C"	"NO"
"1948-YBL076C"	"YBL076C"	"S000000172"	"core_gene"	"S288C"	"YES"
"1949-YBL077W"	"YBL077W"	"S000000173"	"Variable"	"S288C"	"NO"
"1950-YBL078C"	"YBL078C"	"S000000174"	"core_gene"	"S288C"	"NO"
"1951-YBL079W"	"YBL079W"	"S000000175"	"core_gene"	"S288C"	"NO"
