"gene"	"gene_simple"	"SGD_ID"	"gene_type"	"exist_s288c"	"GEM"
"4576-YIL096C"	"YIL096C"	"S000001358"	"core_gene"	"S288C"	"NO"
"4577-YIL097W"	"YIL097W"	"S000001359"	"core_gene"	"S288C"	"NO"
"4578-YIL098C"	"YIL098C"	"S000001360"	"core_gene"	"S288C"	"NO"
"4579-YIL099W"	"YIL099W"	"S000001361"	"core_gene"	"S288C"	"YES"
"4580-YIL100W_NumOfGenes_2"	"YIL100W"	"S000001362"	"Variable"	"S288C"	"NO"
"4581-YIL101C"	"YIL101C"	"S000001363"	"core_gene"	"S288C"	"NO"
"4582-YIL102C"	"YIL102C"	"S000001364"	"core_gene"	"S288C"	"NO"
"4583-YIL102C-A"	"YIL102C-A"	"S000113587"	"core_gene"	"S288C"	"NO"
"4584-YIL103W"	"YIL103W"	"S000001365"	"core_gene"	"S288C"	"NO"
"4585-YIL104C"	"YIL104C"	"S000001366"	"core_gene"	"S288C"	"NO"
"4586-YIL105C_NumOfGenes_2"	"YIL105C"	"S000001367"	"core_gene"	"S288C"	"NO"
"4587-YIL106W"	"YIL106W"	"S000001368"	"core_gene"	"S288C"	"NO"
"4588-YIL107C"	"YIL107C"	"S000001369"	"core_gene"	"S288C"	"YES"
"4589-YIL108W"	"YIL108W"	"S000001370"	"core_gene"	"S288C"	"NO"
"4590-YIL109C"	"YIL109C"	"S000001371"	"core_gene"	"S288C"	"NO"
"4591-YIL110W"	"YIL110W"	"S000001372"	"core_gene"	"S288C"	"NO"
"4592-YIL111W"	"YIL111W"	"S000001373"	"core_gene"	"S288C"	"YES"
"4593-YIL112W"	"YIL112W"	"S000001374"	"core_gene"	"S288C"	"NO"
"4594-YIL113W"	"YIL113W"	"S000001375"	"core_gene"	"S288C"	"NO"
"4595-YIL114C"	"YIL114C"	"S000001376"	"core_gene"	"S288C"	"NO"
"4596-YIL115C_NumOfGenes_2"	"YIL115C"	"S000001377"	"core_gene"	"S288C"	"NO"
"4597-YIL116W"	"YIL116W"	"S000001378"	"core_gene"	"S288C"	"YES"
"4598-YIL117C"	"YIL117C"	"S000001379"	"core_gene"	"S288C"	"NO"
"4599-YIL118W"	"YIL118W"	"S000001380"	"core_gene"	"S288C"	"NO"
"4600-YIL119C_NumOfGenes_2"	"YIL119C"	"S000001381"	"Variable"	"S288C"	"NO"
"4601-YIL120W"	"YIL120W"	"S000001382"	"Variable"	"S288C"	"NO"
"4602-YIL121W"	"YIL121W"	"S000001383"	"core_gene"	"S288C"	"NO"
"4603-YIL122W"	"YIL122W"	"S000001384"	"Variable"	"S288C"	"NO"
"4604-YIL123W"	"YIL123W"	"S000001385"	"core_gene"	"S288C"	"NO"
"4605-YIL124W"	"YIL124W"	"S000001386"	"core_gene"	"S288C"	"YES"
"4606-YIL125W"	"YIL125W"	"S000001387"	"core_gene"	"S288C"	"YES"
"4607-YIL126W"	"YIL126W"	"S000001388"	"core_gene"	"S288C"	"NO"
"4608-YIL127C"	"YIL127C"	"S000001389"	"core_gene"	"S288C"	"NO"
"4609-YIL128W"	"YIL128W"	"S000001390"	"core_gene"	"S288C"	"NO"
"4610-YIL129C"	"YIL129C"	"S000001391"	"core_gene"	"S288C"	"NO"
"4611-YIL130W"	"YIL130W"	"S000001392"	"core_gene"	"S288C"	"NO"
"4612-YIL131C"	"YIL131C"	"S000001393"	"core_gene"	"S288C"	"NO"
"4613-YIL132C"	"YIL132C"	"S000001394"	"core_gene"	"S288C"	"NO"
"4614-YIL133C"	"YIL133C"	"S000001395"	"core_gene"	"S288C"	"NO"
"4615-YIL134C-A"	"YIL134C-A"	"S000028556"	"core_gene"	"S288C"	"NO"
"4616-YIL134W"	"YIL134W"	"S000001396"	"core_gene"	"S288C"	"YES"
"4617-YIL135C"	"YIL135C"	"S000001397"	"core_gene"	"S288C"	"NO"
"4618-YIL136W"	"YIL136W"	"S000001398"	"core_gene"	"S288C"	"NO"
"4619-YIL137C"	"YIL137C"	"S000001399"	"core_gene"	"S288C"	"NO"
"4620-YIL138C"	"YIL138C"	"S000001400"	"core_gene"	"S288C"	"NO"
"4621-YIL139C"	"YIL139C"	"S000001401"	"core_gene"	"S288C"	"NO"
"4622-YIL140W"	"YIL140W"	"S000001402"	"core_gene"	"S288C"	"NO"
"4623-YIL141W"	"YIL141W"	"S000001403"	"core_gene"	"S288C"	"NO"
"4624-YIL142C-A"	"YIL142C-A"	"S000028796"	"Variable"	"S288C"	"NO"
"4625-YIL142W"	"YIL142W"	"S000001404"	"core_gene"	"S288C"	"NO"
"4626-YIL143C"	"YIL143C"	"S000001405"	"core_gene"	"S288C"	"NO"
"4627-YIL144W"	"YIL144W"	"S000001406"	"Variable"	"S288C"	"NO"
"4628-YIL145C"	"YIL145C"	"S000001407"	"core_gene"	"S288C"	"YES"
"4629-YIL146C"	"YIL146C"	"S000001408"	"core_gene"	"S288C"	"NO"
"4630-YIL147C"	"YIL147C"	"S000001409"	"core_gene"	"S288C"	"NO"
"4631-YIL148W"	"YIL148W"	"S000001410"	"core_gene"	"S288C"	"NO"
"4632-YIL149C"	"YIL149C"	"S000001411"	"core_gene"	"S288C"	"NO"
"4633-YIL150C"	"YIL150C"	"S000001412"	"core_gene"	"S288C"	"NO"
"4634-YIL151C"	"YIL151C"	"S000001413"	"core_gene"	"S288C"	"NO"
"4635-YIL153W_NumOfGenes_3"	"YIL153W"	"S000001415"	"core_gene"	"S288C"	"NO"
"4636-YIL154C_NumOfGenes_2"	"YIL154C"	"S000001416"	"core_gene"	"S288C"	"NO"
"4637-YIL155C_NumOfGenes_2"	"YIL155C"	"S000001417"	"Variable"	"S288C"	"YES"
"4638-YIL156W_NumOfGenes_2"	"YIL156W"	"S000001418"	"Variable"	"S288C"	"NO"
"4639-YIL156W-A"	"YIL156W-A"	"S000028797"	"Variable"	"S288C"	"NO"
"4640-YIL156W-B_NumOfGenes_2"	"YIL156W-B"	"S000028511"	"Variable"	"S288C"	"NO"
"4641-YIL157C_NumOfGenes_2"	"YIL157C"	"S000001419"	"core_gene"	"S288C"	"NO"
"4642-YIL158W_NumOfGenes_2"	"YIL158W"	"S000001420"	"core_gene"	"S288C"	"NO"
"4643-YIL159W"	"YIL159W"	"S000001421"	"Variable"	"S288C"	"NO"
"4644-YIL160C"	"YIL160C"	"S000001422"	"Variable"	"S288C"	"YES"
"4645-YIL161W"	"YIL161W"	"S000001423"	"Variable"	"S288C"	"NO"
"4646-YIL162W"	"YIL162W"	"S000001424"	"Variable"	"S288C"	"YES"
"4647-YIL163C"	"YIL163C"	"S000001425"	"Variable"	"S288C"	"NO"
"4648-YIL164C"	"YIL164C"	"S000001426"	"Variable"	"S288C"	"NO"
"4649-YIL165C"	"YIL165C"	"S000001427"	"Variable"	"S288C"	"NO"
"4650-YIL166C"	"YIL166C"	"S000001428"	"Variable"	"S288C"	"NO"
"4651-YIL167W"	"YIL167W"	NA	"Variable"	"NA"	"YES"
"4652-YIL169C_NumOfGenes_2"	"YIL169C"	"S000001431"	"Variable"	"S288C"	"NO"
"4653-YIL171W"	"YIL171W"	NA	"Variable"	"NA"	"NO"
"4654-YIL172C_NumOfGenes_6"	"YIL172C"	"S000001434"	"Variable"	"S288C"	"YES"
"4655-YIR001C"	"YIR001C"	"S000001440"	"core_gene"	"S288C"	"NO"
"4656-YIR002C"	"YIR002C"	"S000001441"	"core_gene"	"S288C"	"NO"
"4657-YIR003W"	"YIR003W"	"S000001442"	"core_gene"	"S288C"	"NO"
"4658-YIR004W"	"YIR004W"	"S000001443"	"core_gene"	"S288C"	"NO"
"4659-YIR005W"	"YIR005W"	"S000001444"	"core_gene"	"S288C"	"NO"
"4660-YIR006C"	"YIR006C"	"S000001445"	"core_gene"	"S288C"	"NO"
"4661-YIR007W"	"YIR007W"	"S000001446"	"core_gene"	"S288C"	"NO"
"4662-YIR008C"	"YIR008C"	"S000001447"	"core_gene"	"S288C"	"YES"
"4663-YIR009W"	"YIR009W"	"S000001448"	"core_gene"	"S288C"	"NO"
"4664-YIR010W"	"YIR010W"	"S000001449"	"core_gene"	"S288C"	"NO"
"4665-YIR011C"	"YIR011C"	"S000001450"	"Variable"	"S288C"	"NO"
"4666-YIR012W"	"YIR012W"	"S000001451"	"Variable"	"S288C"	"NO"
"4667-YIR013C"	"YIR013C"	"S000001452"	"Variable"	"S288C"	"NO"
"4668-YIR014W"	"YIR014W"	"S000001453"	"Variable"	"S288C"	"NO"
"4669-YIR015W"	"YIR015W"	"S000001454"	"Variable"	"S288C"	"NO"
"4670-YIR016W"	"YIR016W"	"S000001455"	"Variable"	"S288C"	"NO"
"4671-YIR017C_NumOfGenes_2"	"YIR017C"	"S000001456"	"Variable"	"S288C"	"NO"
"4672-YIR018C-A"	"YIR018C-A"	"S000028837"	"Variable"	"S288C"	"NO"
"4673-YIR018W"	"YIR018W"	"S000001457"	"Variable"	"S288C"	"NO"
"4674-YIR019C_NumOfGenes_5"	"YIR019C"	"S000001458"	"Variable"	"S288C"	"NO"
"4675-YIR020C_NumOfGenes_2"	"YIR020C"	"S000001459"	"core_gene"	"S288C"	"NO"
"4676-YIR020W-A"	"YIR020W-A"	"S000007241"	"Variable"	"S288C"	"NO"
"4677-YIR021W_NumOfGenes_2"	"YIR021W"	"S000001460"	"core_gene"	"S288C"	"NO"
"4678-YIR021W-A"	"YIR021W-A"	"S000028838"	"core_gene"	"S288C"	"NO"
"4679-YIR022W"	"YIR022W"	"S000001461"	"core_gene"	"S288C"	"NO"
"4680-YIR023W_NumOfGenes_2"	"YIR023W"	"S000001462"	"core_gene"	"S288C"	"NO"
"4681-YIR024C"	"YIR024C"	"S000001463"	"core_gene"	"S288C"	"NO"
"4682-YIR025W"	"YIR025W"	"S000001464"	"core_gene"	"S288C"	"NO"
"4683-YIR026C"	"YIR026C"	"S000001465"	"core_gene"	"S288C"	"NO"
"4684-YIR027C"	"YIR027C"	"S000001466"	"core_gene"	"S288C"	"YES"
"4685-YIR028W"	"YIR028W"	"S000001467"	"core_gene"	"S288C"	"YES"
"4686-YIR029W"	"YIR029W"	"S000001468"	"core_gene"	"S288C"	"YES"
"4687-YIR030C"	"YIR030C"	"S000001469"	"core_gene"	"S288C"	"NO"
"4688-YIR030W-A"	"YIR030W-A"	"S000028802"	"Variable"	"S288C"	"NO"
"4689-YIR031C"	"YIR031C"	"S000001470"	"core_gene"	"S288C"	"YES"
"4690-YIR032C"	"YIR032C"	"S000001471"	"core_gene"	"S288C"	"YES"
"4691-YIR033W"	"YIR033W"	"S000001472"	"core_gene"	"S288C"	"NO"
"4692-YIR034C"	"YIR034C"	"S000001473"	"Variable"	"S288C"	"YES"
"4693-YIR035C"	"YIR035C"	"S000001474"	"core_gene"	"S288C"	"NO"
"4694-YIR036C"	"YIR036C"	"S000001475"	"core_gene"	"S288C"	"YES"
"4695-YIR036W-A"	"YIR036W-A"	"S000028803"	"Variable"	"S288C"	"NO"
"4696-YIR037W"	"YIR037W"	"S000001476"	"core_gene"	"S288C"	"YES"
"4697-YIR038C"	"YIR038C"	"S000001477"	"core_gene"	"S288C"	"YES"
"4698-YIR039C"	"YIR039C"	"S000001478"	"Variable"	"S288C"	"NO"
"4699-YIR042C"	"YIR042C"	"S000001481"	"Variable"	"S288C"	"NO"
"4700-YIR043C"	"YIR043C"	NA	"Variable"	"NA"	"NO"
"4701-YJL001W"	"YJL001W"	"S000003538"	"core_gene"	"S288C"	"NO"
"4702-YJL002C"	"YJL002C"	"S000003539"	"core_gene"	"S288C"	"YES"
"4703-YJL003W"	"YJL003W"	"S000003540"	"core_gene"	"S288C"	"YES"
"4704-YJL004C"	"YJL004C"	"S000003541"	"core_gene"	"S288C"	"NO"
"4705-YJL005W"	"YJL005W"	"S000003542"	"core_gene"	"S288C"	"YES"
"4706-YJL006C"	"YJL006C"	"S000003543"	"core_gene"	"S288C"	"NO"
"4707-YJL007C"	"YJL007C"	"S000003544"	"core_gene"	"S288C"	"NO"
"4708-YJL008C"	"YJL008C"	"S000003545"	"core_gene"	"S288C"	"NO"
"4709-YJL009W"	"YJL009W"	"S000003546"	"Variable"	"S288C"	"NO"
"4710-YJL010C"	"YJL010C"	"S000003547"	"core_gene"	"S288C"	"NO"
"4711-YJL011C"	"YJL011C"	"S000003548"	"core_gene"	"S288C"	"YES"
"4712-YJL012C"	"YJL012C"	"S000003549"	"core_gene"	"S288C"	"NO"
"4713-YJL013C"	"YJL013C"	"S000003550"	"core_gene"	"S288C"	"NO"
"4714-YJL014W"	"YJL014W"	"S000003551"	"core_gene"	"S288C"	"NO"
"4715-YJL015C"	"YJL015C"	"S000003552"	"Variable"	"S288C"	"NO"
"4716-YJL016W"	"YJL016W"	"S000003553"	"Variable"	"S288C"	"NO"
"4717-YJL019W"	"YJL019W"	"S000003556"	"core_gene"	"S288C"	"NO"
"4718-YJL020C_NumOfGenes_2"	"YJL020C"	"S000003557"	"Variable"	"S288C"	"NO"
"4719-YJL023C_NumOfGenes_3"	"YJL023C"	"S000003560"	"core_gene"	"S288C"	"NO"
"4720-YJL024C"	"YJL024C"	"S000003561"	"core_gene"	"S288C"	"NO"
"4721-YJL025W"	"YJL025W"	"S000003562"	"core_gene"	"S288C"	"NO"
"4722-YJL026W_NumOfGenes_2"	"YJL026W"	"S000003563"	"core_gene"	"S288C"	"YES"
"4723-YJL027C"	"YJL027C"	"S000003564"	"core_gene"	"S288C"	"NO"
"4724-YJL028W"	"YJL028W"	"S000003565"	"core_gene"	"S288C"	"NO"
"4725-YJL029C"	"YJL029C"	"S000003566"	"core_gene"	"S288C"	"NO"
"4726-YJL030W"	"YJL030W"	"S000003567"	"core_gene"	"S288C"	"NO"
"4727-YJL031C_NumOfGenes_2"	"YJL031C"	"S000003568"	"core_gene"	"S288C"	"NO"
"4728-YJL033W"	"YJL033W"	"S000003570"	"core_gene"	"S288C"	"NO"
"4729-YJL034W"	"YJL034W"	"S000003571"	"core_gene"	"S288C"	"NO"
"4730-YJL035C"	"YJL035C"	"S000003572"	"core_gene"	"S288C"	"NO"
"4731-YJL036W"	"YJL036W"	"S000003573"	"core_gene"	"S288C"	"NO"
"4732-YJL037W"	"YJL037W"	"S000003574"	"core_gene"	"S288C"	"NO"
"4733-YJL038C"	"YJL038C"	"S000003575"	"core_gene"	"S288C"	"NO"
"4734-YJL039C"	"YJL039C"	"S000003576"	"core_gene"	"S288C"	"NO"
"4735-YJL041W"	"YJL041W"	"S000003577"	"core_gene"	"S288C"	"NO"
"4736-YJL042W"	"YJL042W"	"S000003578"	"core_gene"	"S288C"	"NO"
"4737-YJL043W"	"YJL043W"	"S000003579"	"core_gene"	"S288C"	"NO"
"4738-YJL044C"	"YJL044C"	"S000003580"	"core_gene"	"S288C"	"NO"
"4739-YJL045W"	"YJL045W"	"S000003581"	"core_gene"	"S288C"	"YES"
"4740-YJL046W"	"YJL046W"	"S000003582"	"core_gene"	"S288C"	"YES"
"4741-YJL047C"	"YJL047C"	"S000003583"	"core_gene"	"S288C"	"NO"
"4742-YJL047C-A"	"YJL047C-A"	"S000028804"	"core_gene"	"S288C"	"NO"
"4743-YJL048C"	"YJL048C"	"S000003584"	"core_gene"	"S288C"	"NO"
"4744-YJL049W"	"YJL049W"	"S000003585"	"core_gene"	"S288C"	"NO"
"4745-YJL050W"	"YJL050W"	"S000003586"	"core_gene"	"S288C"	"NO"
"4746-YJL051W"	"YJL051W"	"S000003587"	"core_gene"	"S288C"	"NO"
"4747-YJL052C-A"	"YJL052C-A"	"S000007610"	"core_gene"	"S288C"	"NO"
"4748-YJL052W"	"YJL052W"	"S000003588"	"core_gene"	"S288C"	"YES"
"4749-YJL053W"	"YJL053W"	"S000003589"	"core_gene"	"S288C"	"NO"
"4750-YJL054W"	"YJL054W"	"S000003590"	"core_gene"	"S288C"	"NO"
"4751-YJL055W"	"YJL055W"	"S000003591"	"core_gene"	"S288C"	"NO"
"4752-YJL056C"	"YJL056C"	"S000003592"	"core_gene"	"S288C"	"NO"
"4753-YJL057C"	"YJL057C"	"S000003593"	"core_gene"	"S288C"	"NO"
"4754-YJL058C"	"YJL058C"	"S000003594"	"core_gene"	"S288C"	"NO"
"4755-YJL059W"	"YJL059W"	"S000003595"	"core_gene"	"S288C"	"NO"
"4756-YJL060W"	"YJL060W"	"S000003596"	"core_gene"	"S288C"	"YES"
"4757-YJL061W"	"YJL061W"	"S000003597"	"core_gene"	"S288C"	"NO"
"4758-YJL062W"	"YJL062W"	"S000003598"	"core_gene"	"S288C"	"YES"
"4759-YJL062W-A"	"YJL062W-A"	"S000007611"	"Variable"	"S288C"	"NO"
"4760-YJL063C"	"YJL063C"	"S000003599"	"core_gene"	"S288C"	"NO"
"4761-YJL065C_NumOfGenes_2"	"YJL065C"	"S000003601"	"core_gene"	"S288C"	"NO"
"4762-YJL066C_NumOfGenes_2"	"YJL066C"	"S000003602"	"core_gene"	"S288C"	"NO"
"4763-YJL068C"	"YJL068C"	"S000003604"	"core_gene"	"S288C"	"YES"
"4764-YJL069C"	"YJL069C"	"S000003605"	"core_gene"	"S288C"	"NO"
"4765-YJL070C"	"YJL070C"	"S000003606"	"core_gene"	"S288C"	"NO"
"4766-YJL071W"	"YJL071W"	"S000003607"	"core_gene"	"S288C"	"YES"
"4767-YJL072C"	"YJL072C"	"S000003608"	"core_gene"	"S288C"	"NO"
"4768-YJL073W"	"YJL073W"	"S000003609"	"core_gene"	"S288C"	"NO"
"4769-YJL074C"	"YJL074C"	"S000003610"	"core_gene"	"S288C"	"NO"
"4770-YJL076W_NumOfGenes_2"	"YJL076W"	"S000003612"	"core_gene"	"S288C"	"NO"
"4771-YJL077W-A_NumOfGenes_2"	"YJL077W-A"	"S000028661"	"core_gene"	"S288C"	"NO"
"4772-YJL077W-B"	"YJL077W-B"	"S000028662"	"core_gene"	"S288C"	"NO"
"4773-YJL078C"	"YJL078C"	"S000003614"	"core_gene"	"S288C"	"NO"
"4774-YJL079C"	"YJL079C"	"S000003615"	"core_gene"	"S288C"	"NO"
"4775-YJL080C"	"YJL080C"	"S000003616"	"core_gene"	"S288C"	"NO"
"4776-YJL081C"	"YJL081C"	"S000003617"	"core_gene"	"S288C"	"NO"
"4777-YJL082W"	"YJL082W"	"S000003618"	"core_gene"	"S288C"	"NO"
"4778-YJL083W"	"YJL083W"	"S000003619"	"core_gene"	"S288C"	"NO"
"4779-YJL084C"	"YJL084C"	"S000003620"	"Variable"	"S288C"	"NO"
"4780-YJL085W"	"YJL085W"	"S000003621"	"Variable"	"S288C"	"NO"
"4781-YJL086C"	"YJL086C"	"S000003622"	"Variable"	"S288C"	"NO"
"4782-YJL087C"	"YJL087C"	"S000003623"	"Variable"	"S288C"	"NO"
"4783-YJL088W"	"YJL088W"	"S000003624"	"Variable"	"S288C"	"YES"
"4784-YJL089W"	"YJL089W"	"S000003625"	"Variable"	"S288C"	"NO"
"4785-YJL090C"	"YJL090C"	"S000003626"	"Variable"	"S288C"	"NO"
"4786-YJL091C"	"YJL091C"	"S000003627"	"core_gene"	"S288C"	"YES"
"4787-YJL092W"	"YJL092W"	"S000003628"	"core_gene"	"S288C"	"NO"
"4788-YJL093C"	"YJL093C"	"S000003629"	"core_gene"	"S288C"	"NO"
"4789-YJL094C"	"YJL094C"	"S000003630"	"core_gene"	"S288C"	"NO"
"4790-YJL095W"	"YJL095W"	"S000003631"	"core_gene"	"S288C"	"NO"
"4791-YJL096W"	"YJL096W"	"S000003632"	"core_gene"	"S288C"	"NO"
"4792-YJL097W"	"YJL097W"	"S000003633"	"core_gene"	"S288C"	"YES"
"4793-YJL098W"	"YJL098W"	"S000003634"	"core_gene"	"S288C"	"NO"
"4794-YJL099W"	"YJL099W"	"S000003635"	"core_gene"	"S288C"	"NO"
"4795-YJL100W"	"YJL100W"	"S000003636"	"core_gene"	"S288C"	"YES"
"4796-YJL101C"	"YJL101C"	"S000003637"	"core_gene"	"S288C"	"YES"
"4797-YJL102W"	"YJL102W"	"S000003638"	"core_gene"	"S288C"	"NO"
"4798-YJL103C"	"YJL103C"	"S000003639"	"core_gene"	"S288C"	"NO"
"4799-YJL104W"	"YJL104W"	"S000003640"	"core_gene"	"S288C"	"NO"
"4800-YJL105W"	"YJL105W"	"S000003641"	"core_gene"	"S288C"	"NO"
"4801-YJL106W"	"YJL106W"	"S000003642"	"core_gene"	"S288C"	"NO"
"4802-YJL107C"	"YJL107C"	"S000003643"	"core_gene"	"S288C"	"NO"
"4803-YJL108C"	"YJL108C"	"S000003644"	"core_gene"	"S288C"	"NO"
"4804-YJL109C"	"YJL109C"	"S000003645"	"core_gene"	"S288C"	"NO"
"4805-YJL110C"	"YJL110C"	"S000003646"	"core_gene"	"S288C"	"NO"
"4806-YJL111W"	"YJL111W"	"S000003647"	"core_gene"	"S288C"	"NO"
"4807-YJL112W"	"YJL112W"	"S000003648"	"core_gene"	"S288C"	"NO"
"4808-YJL115W"	"YJL115W"	"S000003651"	"core_gene"	"S288C"	"NO"
"4809-YJL116C"	"YJL116C"	"S000003652"	"core_gene"	"S288C"	"NO"
"4810-YJL117W"	"YJL117W"	"S000003653"	"core_gene"	"S288C"	"NO"
"4811-YJL118W_NumOfGenes_2"	"YJL118W"	"S000003654"	"core_gene"	"S288C"	"NO"
"4812-YJL120W"	"YJL120W"	"S000003656"	"core_gene"	"S288C"	"NO"
"4813-YJL121C"	"YJL121C"	"S000003657"	"core_gene"	"S288C"	"YES"
"4814-YJL122W"	"YJL122W"	"S000003658"	"core_gene"	"S288C"	"NO"
"4815-YJL123C"	"YJL123C"	"S000003659"	"core_gene"	"S288C"	"NO"
"4816-YJL124C"	"YJL124C"	"S000003660"	"core_gene"	"S288C"	"NO"
"4817-YJL125C"	"YJL125C"	"S000003661"	"core_gene"	"S288C"	"NO"
"4818-YJL126W"	"YJL126W"	"S000003662"	"core_gene"	"S288C"	"YES"
"4819-YJL127C"	"YJL127C"	"S000003663"	"core_gene"	"S288C"	"NO"
"4820-YJL127C-B"	"YJL127C-B"	"S000028522"	"core_gene"	"S288C"	"NO"
"4821-YJL127W-A"	"YJL127W-A"	"S000007612"	"core_gene"	"S288C"	"NO"
"4822-YJL128C"	"YJL128C"	"S000003664"	"core_gene"	"S288C"	"NO"
"4823-YJL129C"	"YJL129C"	"S000003665"	"core_gene"	"S288C"	"YES"
"4824-YJL130C"	"YJL130C"	"S000003666"	"core_gene"	"S288C"	"YES"
"4825-YJL131C"	"YJL131C"	"S000003667"	"core_gene"	"S288C"	"NO"
"4826-YJL132W"	"YJL132W"	"S000003668"	"core_gene"	"S288C"	"NO"
"4827-YJL133C-A"	"YJL133C-A"	"S000028805"	"core_gene"	"S288C"	"NO"
"4828-YJL133W"	"YJL133W"	"S000003669"	"core_gene"	"S288C"	"NO"
"4829-YJL134W"	"YJL134W"	"S000003670"	"core_gene"	"S288C"	"YES"
"4830-YJL135W"	"YJL135W"	"S000003671"	"core_gene"	"S288C"	"NO"
"4831-YJL136C"	"YJL136C"	"S000003672"	"core_gene"	"S288C"	"NO"
"4832-YJL136W-A"	"YJL136W-A"	"S000028806"	"core_gene"	"S288C"	"NO"
"4833-YJL137C"	"YJL137C"	"S000003673"	"core_gene"	"S288C"	"YES"
"4834-YJL139C"	"YJL139C"	"S000003675"	"core_gene"	"S288C"	"YES"
"4835-YJL140W"	"YJL140W"	"S000003676"	"core_gene"	"S288C"	"YES"
"4836-YJL141C"	"YJL141C"	"S000003677"	"core_gene"	"S288C"	"NO"
"4837-YJL142C"	"YJL142C"	"S000003678"	"Variable"	"S288C"	"NO"
"4838-YJL143W"	"YJL143W"	"S000003679"	"Variable"	"S288C"	"NO"
"4839-YJL144W"	"YJL144W"	"S000003680"	"core_gene"	"S288C"	"NO"
"4840-YJL145W"	"YJL145W"	"S000003681"	"core_gene"	"S288C"	"NO"
"4841-YJL146W"	"YJL146W"	"S000003682"	"core_gene"	"S288C"	"NO"
"4842-YJL147C"	"YJL147C"	"S000003683"	"core_gene"	"S288C"	"NO"
"4843-YJL148W"	"YJL148W"	"S000003684"	"core_gene"	"S288C"	"YES"
"4844-YJL149W"	"YJL149W"	"S000003685"	"core_gene"	"S288C"	"NO"
"4845-YJL150W"	"YJL150W"	"S000003686"	"core_gene"	"S288C"	"NO"
"4846-YJL151C"	"YJL151C"	"S000003687"	"core_gene"	"S288C"	"NO"
"4847-YJL152W"	"YJL152W"	"S000003688"	"Variable"	"S288C"	"NO"
"4848-YJL153C"	"YJL153C"	"S000003689"	"core_gene"	"S288C"	"YES"
"4849-YJL154C"	"YJL154C"	"S000003690"	"core_gene"	"S288C"	"NO"
"4850-YJL155C"	"YJL155C"	"S000003691"	"core_gene"	"S288C"	"YES"
"4851-YJL156C"	"YJL156C"	"S000003692"	"Variable"	"S288C"	"NO"
"4852-YJL156W-A"	"YJL156W-A"	"S000007613"	"core_gene"	"S288C"	"NO"
"4853-YJL157C"	"YJL157C"	"S000003693"	"Variable"	"S288C"	"NO"
"4854-YJL158C"	"YJL158C"	"S000003694"	"Variable"	"S288C"	"NO"
"4855-YJL159W_NumOfGenes_2"	"YJL159W"	"S000003695"	"Variable"	"S288C"	"NO"
"4856-YJL160C"	"YJL160C"	"S000003696"	"core_gene"	"S288C"	"NO"
"4857-YJL161W"	"YJL161W"	"S000003697"	"core_gene"	"S288C"	"NO"
"4858-YJL162C"	"YJL162C"	"S000003698"	"core_gene"	"S288C"	"NO"
"4859-YJL163C"	"YJL163C"	"S000003699"	"core_gene"	"S288C"	"NO"
"4860-YJL164C"	"YJL164C"	"S000003700"	"core_gene"	"S288C"	"NO"
"4861-YJL165C"	"YJL165C"	"S000003701"	"Variable"	"S288C"	"NO"
"4862-YJL166W"	"YJL166W"	"S000003702"	"Variable"	"S288C"	"YES"
"4863-YJL167W"	"YJL167W"	"S000003703"	"Variable"	"S288C"	"YES"
"4864-YJL168C"	"YJL168C"	"S000003704"	"Variable"	"S288C"	"YES"
"4865-YJL169W"	"YJL169W"	"S000003705"	"Variable"	"S288C"	"NO"
"4866-YJL170C"	"YJL170C"	"S000003706"	"Variable"	"S288C"	"NO"
"4867-YJL171C"	"YJL171C"	"S000003707"	"Variable"	"S288C"	"NO"
"4868-YJL172W"	"YJL172W"	"S000003708"	"Variable"	"S288C"	"NO"
"4869-YJL173C"	"YJL173C"	"S000003709"	"core_gene"	"S288C"	"NO"
"4870-YJL174W"	"YJL174W"	"S000003710"	"Variable"	"S288C"	"NO"
"4871-YJL176C_NumOfGenes_2"	"YJL176C"	"S000003712"	"core_gene"	"S288C"	"NO"
"4872-YJL177W"	"YJL177W"	"S000003713"	"core_gene"	"S288C"	"NO"
"4873-YJL178C"	"YJL178C"	"S000003714"	"core_gene"	"S288C"	"NO"
"4874-YJL179W"	"YJL179W"	"S000003715"	"core_gene"	"S288C"	"NO"
"4875-YJL180C"	"YJL180C"	"S000003716"	"core_gene"	"S288C"	"YES"
"4876-YJL181W"	"YJL181W"	"S000003717"	"core_gene"	"S288C"	"NO"
"4877-YJL182C"	"YJL182C"	"S000003718"	"core_gene"	"S288C"	"NO"
"4878-YJL183W"	"YJL183W"	"S000003719"	"core_gene"	"S288C"	"NO"
"4879-YJL184W"	"YJL184W"	"S000003720"	"core_gene"	"S288C"	"NO"
"4880-YJL185C"	"YJL185C"	"S000003721"	"core_gene"	"S288C"	"NO"
"4881-YJL186W"	"YJL186W"	"S000003722"	"core_gene"	"S288C"	"NO"
"4882-YJL187C"	"YJL187C"	"S000003723"	"core_gene"	"S288C"	"NO"
"4883-YJL189W_NumOfGenes_2"	"YJL189W"	"S000003725"	"core_gene"	"S288C"	"NO"
"4884-YJL190C"	"YJL190C"	"S000003726"	"core_gene"	"S288C"	"NO"
"4885-YJL191W"	"YJL191W"	"S000003727"	"core_gene"	"S288C"	"NO"
